video,seconds,fps,numFrame,rfps,subset,featureFrame
Yb-mmywuGYA,171,30,5130,30,training,5130
AgaICPGMnug,411,25,10275,25,training,10275
5dHZTluuWeM,93,29,2697,29,training,2697
FADwTKj1dwM,132,30,3960,30,testing,3960
HXLXq-ZRT-M,76,25,1900,25,training,1900
qgq9HvI9rBw,589,30,17670,30,training,17670
yXSCBI85K3E,189,24,4536,24,training,4536
7NbWWmRNFSE,55,29,1595,29,training,1595
Iskhpa_I7Hk,340,29,9860,29,training,9860
uGiwF2HMY0w,103,25,2575,25,training,2575
aLsw6RKX8cs,510,30,15300,30,testing,15300
BtR6Rqh02Oo,162,29,4698,29,testing,4698
MlXBrVwOW9U,119,29,3451,29,training,3451
q_E_bcF2wHc,357,30,10710,30,training,10710
OQGV4ztCbBg,59,30,1770,30,training,1770
RXZSmnsNoVw,105,10,1050,10,training,1050
vI5gSfmVBIw,574,30,17220,30,training,17220
jWNUZywPplk,180,25,4500,25,training,4500
joUUA3A6Vbs,360,30,10800,30,training,10800
LFXBTy2TdDc,331,29,9599,29,training,9599
GnViYJZvIGY,153,30,4590,30,training,4590
oGOA697gqek,85,29,2465,29,training,2465
VAgR777H8Ig,481,25,12025,25,training,12025
Yq56OpBIH_Q,191,30,5730,30,training,5730
xUzItg3FVgQ,69,29,2001,29,training,2001
XRVfsZp6OIQ,167,14,2338,14,training,2338
_id3m5vclE0,58,29,1682,29,training,1682
5OMJSpAUrQI,63,25,1575,25,training,1575
-Gc65Qj4Gzg,167,30,5010,30,training,5010
X0XR1s4ik_Q,346,29,10034,29,training,10034
8C9WuALWfVw,102,29,2958,29,training,2958
vMYQnyi9Drc,320,25,8000,25,training,8000
P6g2HqxaQU8,207,25,5175,25,validation,5175
8VQli8BNhhw,424,25,10600,25,training,10600
CJRbdgqoe9w,116,25,2900,25,validation,2900
NmducZAbqRI,188,29,5452,29,training,5452
hBZfq-0g7hg,95,29,2755,29,training,2755
2RzzN1_CLx8,149,25,3725,25,validation,3725
D-tfqq_3pdc,415,30,12450,30,training,12450
t-orYhxwmXY,60,25,1500,25,training,1500
emgtD2V9wK4,102,30,3060,30,training,3060
ThbGHasrUZc,129,25,3225,25,validation,3225
ZuAGAqwPNP4,551,24,13224,24,training,13224
2iWFSqPWyLs,344,25,8600,25,testing,8600
sD__Tq4G_A4,77,30,2310,30,validation,2310
ZIzZaMMt00U,553,25,13825,25,training,13825
wTrSlndhpA8,136,29,3944,29,training,3944
etTjcA1ldGo,86,24,2064,24,training,2064
STFX_b0ze1c,87,24,2088,24,validation,2088
I19wgjB36-o,173,25,4325,25,testing,4325
hAMhMHjAdY8,167,25,4175,25,training,4175
txLlkIbCI2I,139,25,3475,25,testing,3475
NL9coSLXpsg,163,29,4727,29,training,4727
kCHnTwO5AkU,188,30,5640,30,validation,5640
Ec73saaO4vA,398,29,11542,29,validation,11542
MzAxlBQtChA,172,25,4300,25,testing,4300
u-VuLI3mDrI,319,29,9251,29,training,9251
z9fU4rAqP58,119,29,3451,29,training,3451
jxQ-l4GroKM,68,30,2040,30,training,2040
Y_umlPiBmvo,472,29,13688,29,training,13688
DCG7QHkvMZI,90,29,2610,29,validation,2610
DtYk6t-FJzI,75,29,2175,29,testing,2175
EtEoB9bWER8,221,29,6409,29,training,6409
Bvf7BNXL3LI,305,30,9150,30,training,9150
-rxUZbypYr4,176,24,4224,24,training,4224
aKVLhsuQN50,502,30,15060,30,training,15060
seXX_odgi7U,439,30,13170,30,training,13170
XSih-L-22S0,488,25,12200,25,validation,12200
8pwnA-EkZBk,103,25,2575,25,validation,2575
q4MH3wVfqoQ,108,30,3240,30,training,3240
L8vEGTsKIcg,87,30,2610,30,training,2610
IrbaLlG6NeM,476,30,14280,30,training,14280
WB9ZYyTnK-0,63,25,1575,25,training,1575
lBHWZRtees0,579,30,17370,30,training,17370
D8sZipT1YPk,595,24,14280,24,training,14280
K12vkTanihY,140,25,3500,25,training,3500
v7G27r2VdJY,255,29,7395,29,training,7395
sfJqzTf0hSM,74,25,1850,25,training,1850
kB579a39JZA,294,24,7056,24,training,7056
pArRoVOlhWo,189,30,5670,30,training,5670
lfPzS2t7-Rg,375,30,11250,30,training,11250
Q2EkblBM_6Q,65,29,1885,29,training,1885
EkxGDOV3xj8,291,30,8730,30,training,8730
KA2WZzAAkcU,507,29,14703,29,training,14703
Rl6TwwxTOV8,147,30,4410,30,training,4410
NH4wdFgjlWc,177,29,5133,29,training,5133
gIxhGA_uqvQ,89,25,2225,25,training,2225
AbDBpwtM7qI,247,29,7163,29,training,7163
yptEbIsadKM,173,30,5190,30,testing,5190
LrjbydaSzbY,69,29,2001,29,testing,2001
AwE7Ms0R2SY,411,25,10275,25,training,10275
j7W-aLZqM7o,394,29,11426,29,training,11426
28dVpi4-unM,241,23,5543,23,testing,5543
7KLhUrDddDQ,69,30,2070,30,training,2070
JZHmqVijYEw,113,25,2825,25,training,2825
gcpVVvRdK2s,417,25,10425,25,training,10425
TTP-V-8lHPA,67,30,2010,30,training,2010
nSr-_HCaJe8,187,30,5610,30,training,5610
5_E9uDsv_xY,199,29,5771,29,training,5771
VJjQk9RdaiQ,116,23,2668,23,testing,2668
bEEwzNA7SzU,96,29,2784,29,training,2784
ihuMK1wagJQ,127,29,3683,29,training,3683
Jrk0mA6v318,105,23,2415,23,validation,2415
bEDygqkS8u8,187,30,5610,30,training,5610
Cj8l1g5hHv4,344,29,9976,29,training,9976
C8rXNynPPco,441,29,12789,29,training,12789
vrYr_GUAiJQ,131,29,3799,29,training,3799
6d_5q7lJswg,178,25,4450,25,training,4450
RDiXbKI2UAM,212,25,5300,25,training,5300
hJuL2Pfgm6E,293,30,8790,30,training,8790
FsfpYh-pqaw,136,25,3400,25,training,3400
Qjo-GSVr1SM,290,30,8700,30,validation,8700
AWzSr7qxnDM,292,29,8468,29,training,8468
2UUlgFWio1s,414,25,10350,25,training,10350
QdwhldOhBnk,93,29,2697,29,training,2697
S1Y1rkFME3k,124,29,3596,29,training,3596
XpchB35Yhsk,180,25,4500,25,training,4500
ywlS1Ocp-1I,84,30,2520,30,training,2520
RALRE8rP6lg,354,30,10620,30,validation,10620
NazlQTb-2TY,81,29,2349,29,training,2349
JSKmz1JCbuM,440,30,13200,30,validation,13200
KTbzDvP1pN0,161,29,4669,29,validation,4669
zVJxupw-2m4,432,29,12528,29,training,12528
6Fr9fJpfqWg,138,29,4002,29,training,4002
57rSECnTiuA,172,29,4988,29,training,4988
e2gndhlgp1o,340,29,9860,29,training,9860
jKUdPXaofgo,168,29,4872,29,training,4872
da4ms51cF_M,170,29,4930,29,training,4930
gZ-RpN_Ix-M,447,30,13410,30,validation,13410
jsMSXYZqPNc,129,29,3741,29,validation,3741
cqlpCd_VK_Q,141,25,3525,25,testing,3525
3vZFUbP9ctA,444,24,10656,24,validation,10656
FXw7Alh77qA,375,30,11250,30,training,11250
YhdtaJYbU5w,119,29,3451,29,validation,3451
CHL6_XDfF_o,135,25,3375,25,training,3375
QlHS04-oa-0,120,30,3600,30,training,3600
APBedIbvavc,82,30,2460,30,training,2460
1iXwRtRlSDE,113,25,2825,25,training,2825
j6OWYxZk4eg,99,29,2871,29,testing,2871
jCInSq_Jbhk,92,29,2668,29,validation,2668
SMJA-afEzmo,342,23,7866,23,training,7866
DDPX9FXzsYE,63,29,1827,29,training,1827
fKxzANd_uus,158,29,4582,29,training,4582
R-CzjSJiVH0,84,29,2436,29,training,2436
qlrPonLzLao,158,23,3634,23,training,3634
M2_jUem1kjw,214,29,6206,29,training,6206
DiQsV3dnCaE,138,29,4002,29,training,4002
GrGOt9gy0CY,64,20,1280,20,validation,1280
8SswcWWnDpw,392,30,11760,30,training,11760
qNBi4aH9EhA,187,30,5610,30,training,5610
5zuo-DvM2rw,105,29,3045,29,training,3045
opC6JP7YtQ4,80,29,2320,29,validation,2320
n6zQWg7g6FU,69,29,2001,29,training,2001
cPdiVX7RCqc,344,25,8600,25,validation,8600
aZPosaIVZQ8,122,30,3660,30,validation,3660
4i7zuWQRVG0,187,29,5423,29,training,5423
_gV8UVRwKP0,135,23,3105,23,training,3105
1BlFWKIjDkw,89,24,2136,24,training,2136
ST-b-ygAqxA,195,25,4875,25,testing,4875
hD2b5FIB848,158,29,4582,29,training,4582
ZqldC3g4qz0,318,29,9222,29,training,9222
9Om0wspcOdQ,127,29,3683,29,validation,3683
vH7fRMsgegg,100,25,2500,25,training,2500
GI0Ps6NRyp8,367,30,11010,30,validation,11010
pma2pt2PdTI,377,30,11310,30,training,11310
5B0MHYIMsBI,91,24,2184,24,training,2184
Uqyre4EThHc,101,29,2929,29,training,2929
zIv67b8u-lk,193,15,2895,15,testing,2895
SA55gH-ybG4,65,23,1495,23,training,1495
Gy0yuOSUSEs,238,25,5950,25,validation,5950
IK3pyEIkUgw,521,29,15109,29,training,15109
f1PLfPklCV0,238,30,7140,30,training,7140
07QunZTr5fI,139,29,4031,29,testing,4031
hrocc7IPRDg,519,30,15570,30,training,15570
VgJhArO4QMY,72,25,1800,25,training,1800
ME1xohnQTJg,344,29,9976,29,training,9976
Fm-PO8Q_Wa0,132,29,3828,29,training,3828
DmzpA9hf-Yo,237,10,2370,10,training,2370
XtKwo0rVJo0,75,29,2175,29,validation,2175
d2-l3t9LXoo,73,15,1095,15,testing,1095
URiKUQb6798,83,25,2075,25,validation,2075
W9c01g_6m3o,162,25,4050,25,training,4050
LIvt0LvaxMY,113,29,3277,29,training,3277
d_XBMy1fBJE,395,25,9875,25,training,9875
Smo2PVeSpjE,92,25,2300,25,training,2300
D_yx02F4NsY,286,29,8294,29,training,8294
VT8DEkSvQ2M,481,24,11544,24,training,11544
pffHTgPeTN4,480,29,13920,29,validation,13920
zhOrMYo9r64,105,30,3150,30,training,3150
WAC2Wj9Wdi4,67,23,1541,23,training,1541
1dCf_VM-zAE,156,29,4524,29,training,4524
FhIF6akMO8s,75,29,2175,29,training,2175
0-ZS7b_F_gU,135,29,3915,29,training,3915
1RD_RMpPoPc,220,29,6380,29,training,6380
ktXv1aLFm8U,60,30,1800,30,training,1800
U5gso9h7gEU,98,25,2450,25,training,2450
JMk9dPzEvxA,72,25,1800,25,validation,1800
KRalRN1WluA,71,29,2059,29,validation,2059
Gg-4G-kSyX0,112,30,3360,30,training,3360
wWbYfY8YX6s,151,30,4530,30,testing,4530
X7j0dQamwDA,136,29,3944,29,training,3944
fnoeRATRo7s,83,29,2407,29,training,2407
VnEfjDtF5mI,265,30,7950,30,training,7950
DBtbEEAUaxU,125,30,3750,30,training,3750
Zy_ABrTsiyM,484,23,11132,23,training,11132
arF1CwqzujE,126,30,3780,30,training,3780
eoN9yo8aRuM,102,29,2958,29,training,2958
X7a2KBNqvcc,123,24,2952,24,training,2952
sLxj6vonlac,573,25,14325,25,training,14325
Yane6fkoR1s,94,25,2350,25,training,2350
azzCswyMLy8,87,29,2523,29,training,2523
REL-gLKo6hU,130,29,3770,29,training,3770
iiearr0ErA0,137,29,3973,29,training,3973
1M2Z8E3lTRw,78,29,2262,29,training,2262
dgjaSkzsVpc,102,25,2550,25,validation,2550
deTFxRWrnKM,108,29,3132,29,testing,3132
7e3a3DwSD4E,334,30,10020,30,training,10020
9C5MMH9ty48,344,29,9976,29,training,9976
-ZDflreitys,86,30,2580,30,validation,2580
O0bfK4xn22I,493,29,14297,29,training,14297
LDXwZh9d0VI,371,30,11130,30,training,11130
wLTRIVO8R9o,284,25,7100,25,training,7100
8yAYDwSq_Zc,73,25,1825,25,validation,1825
3Yw0t1v1el4,292,23,6716,23,training,6716
60QY9VPlecU,241,29,6989,29,validation,6989
ic721B9VSDo,275,25,6875,25,training,6875
IE2DLN4N8aw,110,29,3190,29,testing,3190
G0a5CYffDpw,83,30,2490,30,training,2490
zPwQfhlYWJg,257,25,6425,25,training,6425
SI6g2zmJBZg,92,24,2208,24,validation,2208
F7AJEdjdMTE,105,29,3045,29,testing,3045
mjA4jVFQCDo,118,30,3540,30,training,3540
EalhFvqAEWk,108,29,3132,29,validation,3132
O50OJdLVECU,29,25,725,25,training,725
C8yk-Je2M3o,9,29,261,29,training,261
fFWUwpcC6-Q,117,30,3510,30,training,3510
k3ZlGV50kW0,67,30,2010,30,training,2010
pb3fWwn5cTM,300,29,8700,29,training,8700
2qy0Oct7_eI,59,30,1770,30,training,1770
VxiuQdYduVc,78,29,2262,29,training,2262
jacVCUdvjso,282,29,8178,29,testing,8178
GJSCtRlxdAA,37,30,1110,30,training,1110
zyjivGqC_x0,183,25,4575,25,training,4575
5T2pidJr91E,89,25,2225,25,validation,2225
OOIzcmo3vAw,35,29,1015,29,testing,1015
vdtku41Snaw,21,30,630,30,validation,630
QwJ_HsIKe-c,15,30,450,30,training,450
TTvnwr75lT8,18,30,540,30,training,540
FxF1c4xMgLI,193,30,5790,30,training,5790
bXUxJkZu-dY,70,29,2030,29,training,2030
nE2fq7HsMoY,31,29,899,29,training,899
LRbFrpqYoGk,29,16,464,16,training,464
cFQd-CoE5fA,49,29,1421,29,training,1421
QwwqAUKHoqo,85,29,2465,29,validation,2465
Sy9B_Ps6tho,241,29,6989,29,training,6989
gLR5lVLcWrM,24,30,720,30,training,720
gLmiIxgAwI8,162,29,4698,29,training,4698
1KW5H7-XNZM,40,29,1160,29,testing,1160
Q_YG_kHlKW8,14,29,406,29,training,406
RWUCXU0Tpcg,77,30,2310,30,training,2310
aA0mWwvAJdQ,77,30,2310,30,training,2310
W25JidPWx0Y,44,29,1276,29,training,1276
LiPiWTEWH0A,60,30,1800,30,validation,1800
7oLWAMfAHP8,87,25,2175,25,training,2175
U1QhUnySHXA,36,25,900,25,training,900
WxlJLujZfMM,54,30,1620,30,training,1620
yeZHG0IxZbs,60,30,1800,30,testing,1800
2rAVZQhC7_Q,16,30,480,30,validation,480
XfeQbbDji94,205,30,6150,30,validation,6150
u40WEzMGKtA,43,26,1118,26,training,1118
oMLS3uCS8BA,22,25,550,25,training,550
oYZYg4d-mZI,88,30,2640,30,training,2640
jsdBrrQ18Z4,111,29,3219,29,training,3219
FVRWdsLCjkY,15,30,450,30,validation,450
dVgeFjKhRBo,138,29,4002,29,training,4002
he8nyCdCOz8,341,29,9889,29,training,9889
AjCdWFQAbu0,15,29,435,29,training,435
DCX3XyKm0Vo,91,25,2275,25,validation,2275
Cenp-VWgNes,152,25,3800,25,training,3800
xpGSJHquyLY,61,30,1830,30,training,1830
11sg_qPzCwI,42,15,630,15,training,630
VGSyeUVmCPM,21,29,609,29,training,609
-uMqAxHQD3c,30,25,750,25,training,750
7YHw1X2Rg8U,71,29,2059,29,validation,2059
4_2AuF7iZpU,94,25,2350,25,validation,2350
wX784iAhJp0,200,30,6000,30,training,6000
JpJLmhhJNqQ,93,29,2697,29,training,2697
dIFOFLpXIiY,127,30,3810,30,training,3810
jrdGxIVNuUI,99,25,2475,25,training,2475
A3zmyKK2sDQ,87,30,2610,30,training,2610
S3AxQ8fVPtw,69,25,1725,25,training,1725
uzfFItqjEis,139,29,4031,29,validation,4031
3zMvJaZ7MWk,110,29,3190,29,training,3190
FPpx8DcFU2E,92,24,2208,24,training,2208
eKYzhDTrlbQ,18,30,540,30,validation,540
jLX47j6amS4,151,30,4530,30,testing,4530
YAWO0CbK_Y0,35,30,1050,30,training,1050
FQC_etZ860s,17,29,493,29,training,493
ufdf8o4cT8s,196,25,4900,25,validation,4900
2H4xezlstyU,147,25,3675,25,training,3675
ntTon_NFLzQ,246,29,7134,29,training,7134
kGo9aQvTqzI,210,15,3150,15,validation,3150
WkmyFVUj6_A,213,23,4899,23,training,4899
dpsmrblyj_A,62,29,1798,29,training,1798
3R-d2BHK-1I,19,29,551,29,validation,551
cz9NUMZwIxE,59,30,1770,30,training,1770
P_SfCqYxxUo,34,30,1020,30,training,1020
ks6nrPdTWjw,66,25,1650,25,training,1650
0AzBIl5ihi0,23,30,690,30,training,690
8lvxDmqCIZM,92,23,2116,23,training,2116
p2it5feyDjk,52,29,1508,29,training,1508
PIkLBk-AgX8,60,29,1740,29,validation,1740
EisUYeKTtS8,202,25,5050,25,training,5050
oKzmabxMpPg,16,29,464,29,training,464
_iMNpVO87bI,118,29,3422,29,validation,3422
GgDHvl1wD20,125,29,3625,29,training,3625
8HcLqwIlx_c,71,25,1775,25,validation,1775
phvjFAE3cdc,56,30,1680,30,training,1680
mvzs-aYrCQI,18,30,540,30,training,540
V8GcIfbh_5I,176,29,5104,29,validation,5104
sVwMh_-wPY4,25,30,750,30,training,750
mq9YeZT11zM,77,29,2233,29,validation,2233
m4ZLXj_DMfU,22,30,660,30,training,660
-QLuNeC0Iqo,90,24,2160,24,training,2160
C8yuCcgildw,200,30,6000,30,training,6000
ErxXrpcBefw,390,30,11700,30,training,11700
psa3DKfDo9o,54,29,1566,29,validation,1566
AckPmIKCIvA,15,30,450,30,training,450
rl-SdCXl7Qo,286,30,8580,30,validation,8580
CXwrB9l3ZSg,98,29,2842,29,validation,2842
dZS8cxdkLt0,105,17,1785,17,training,1785
iudj_PafTfw,232,30,6960,30,training,6960
rsF4u4BFS8E,292,30,8760,30,training,8760
P1CaqPaoiZM,80,25,2000,25,testing,2000
tnBkhcRlixQ,166,29,4814,29,training,4814
9rLsMQYSdmA,144,25,3600,25,training,3600
60Y_nJBlM-c,63,25,1575,25,training,1575
ylsqw-j3czY,94,25,2350,25,training,2350
pYimNPrYN0E,56,25,1400,25,training,1400
26U9k6DnoYE,201,29,5829,29,validation,5829
7jVONb9i2kU,300,30,9000,30,training,9000
TJHWVGsh304,22,30,660,30,training,660
HKUfXo56e2c,61,30,1830,30,validation,1830
2YBL-JEFXQc,81,29,2349,29,validation,2349
i8a_fz0R5Rs,109,29,3161,29,training,3161
w0rqB9eewKo,62,29,1798,29,training,1798
EYYDzjme_VQ,197,29,5713,29,training,5713
3flyGxk5iWU,20,29,580,29,testing,580
x_a3KVOBhog,52,29,1508,29,testing,1508
1vWW94uqjSE,86,29,2494,29,training,2494
9lXvqR_x9kw,180,29,5220,29,training,5220
vLG_aHd-lnw,279,29,8091,29,training,8091
b1NWRLybruE,11,29,319,29,training,319
mEk_jvb4yus,130,30,3900,30,training,3900
jTE-8d0CVy0,20,24,480,24,training,480
CbnJu-NFqSo,39,15,585,15,validation,585
TgCwuSrQ5LY,51,29,1479,29,training,1479
EqU9IOeqZlE,78,23,1794,23,testing,1794
8JNABHVM6ag,80,30,2400,30,validation,2400
q9tqoJNLfCg,90,29,2610,29,testing,2610
XmGqRL5mg5E,300,30,9000,30,training,9000
29YNcjHMtbs,50,29,1450,29,training,1450
iwl9Y8ZKwog,108,29,3132,29,training,3132
XOkXD-nMzIU,17,30,510,30,training,510
k3w_rijUvbY,309,30,9270,30,training,9270
uRkPRp_GWnU,54,30,1620,30,training,1620
gNL-KQnpm6E,60,29,1740,29,training,1740
zf040oJTsBA,153,29,4437,29,validation,4437
59-YzDOGySw,19,29,551,29,validation,551
fMrvVPcewEY,45,29,1305,29,training,1305
n9ebngMUP2c,207,30,6210,30,validation,6210
vwwmP5UMPEw,100,29,2900,29,validation,2900
Q4Bevh-jnaQ,376,30,11280,30,training,11280
dAelkIXRuWc,60,29,1740,29,training,1740
_ldbdFLXBeY,199,29,5771,29,training,5771
xxQ6baDilSI,126,25,3150,25,training,3150
Y_a3RauB54E,128,30,3840,30,training,3840
8fWHyll0FZw,10,30,300,30,training,300
jzhxgGrS3Z8,226,10,2260,10,validation,2260
U89iYco3iKs,166,25,4150,25,training,4150
trOU6guUQTM,173,29,5017,29,training,5017
livmWDC10rk,79,12,948,12,training,948
THITKMiLBAY,37,25,925,25,training,925
r_clei7cxqo,243,29,7047,29,training,7047
uVz8wm_UFgs,252,30,7560,30,validation,7560
I4qWeOMgjhQ,96,30,2880,30,training,2880
CoQiDo-fGEY,32,15,480,15,training,480
7y31nPKtZrk,70,29,2030,29,validation,2030
vJZWpZtZPuw,65,30,1950,30,validation,1950
pVquha4qOa0,41,25,1025,25,validation,1025
nbHkeRWlRlE,109,29,3161,29,training,3161
Z-zKEGiO8Hw,122,30,3660,30,validation,3660
YaVXnsp-luo,89,30,2670,30,training,2670
Wpt1jQMbw3I,116,30,3480,30,training,3480
vSTJLTZghb8,24,29,696,29,validation,696
HMob-ktxOC4,98,29,2842,29,testing,2842
qM3VQvQ2Jyk,196,30,5880,30,training,5880
pOLAhxtTTTI,22,30,660,30,training,660
4ODsq0Ufli4,25,30,750,30,training,750
yCQkzaxLdHE,51,30,1530,30,training,1530
NETitFcUYHE,102,29,2958,29,training,2958
YnxsyF3MpJU,30,29,870,29,training,870
u7q2lcOkBDY,61,30,1830,30,training,1830
NUZWINzeaiQ,20,29,580,29,training,580
rPL012TjNUY,88,29,2552,29,training,2552
UDqyAbeN2rM,17,30,510,30,training,510
XCLZ5bmnBug,292,29,8468,29,training,8468
GdIltoQ83OA,80,23,1840,23,training,1840
dKHaIeA18FI,69,29,2001,29,training,2001
kCnSJHe6uIY,66,29,1914,29,training,1914
HXRCohMA9B4,134,30,4020,30,validation,4020
14hCE8JCCuM,13,29,377,29,training,377
e4T9r0CEoNY,358,29,10382,29,training,10382
MpobpPt9A74,132,29,3828,29,validation,3828
gSXt4WOjTls,78,30,2340,30,testing,2340
y7JaXjOmZt0,120,25,3000,25,training,3000
VBNtANbW5vE,273,25,6825,25,validation,6825
AQCI7JoUdoQ,22,29,638,29,training,638
TIJzTRhLUJA,60,30,1800,30,training,1800
el625LBKL4o,24,30,720,30,training,720
Hp_l-6t0rVs,51,30,1530,30,testing,1530
GlcOto_qCxM,177,30,5310,30,training,5310
VjhbnR1ZhaI,17,29,493,29,testing,493
geiq-jbIgWc,86,29,2494,29,training,2494
HrU8vdvZRrM,122,29,3538,29,training,3538
MUMb5xmP3dQ,74,29,2146,29,training,2146
kw1JvRMzz2U,128,25,3200,25,testing,3200
t9og3p5-9-Q,310,29,8990,29,validation,8990
WLNOFL872ac,121,15,1815,15,validation,1815
2-85Cq3sCcg,141,30,4230,30,training,4230
fIjYWospVCE,31,29,899,29,testing,899
vHopbE3cvok,61,30,1830,30,training,1830
bpb7Oks5kWI,218,25,5450,25,training,5450
5yh3aj_oMB0,82,30,2460,30,training,2460
WfWz1XaFZQY,73,29,2117,29,testing,2117
IezqCrk1ARo,124,25,3100,25,testing,3100
5-MWdcBUBQM,113,30,3390,30,training,3390
gWCmqGI56Zo,128,30,3840,30,training,3840
AHxuRCCELMw,243,30,7290,30,training,7290
cRDtdzEe6G0,296,30,8880,30,training,8880
8zTJ-FueQgQ,115,29,3335,29,validation,3335
M1K9JQVwB7E,251,29,7279,29,training,7279
cKyI_TAP_Uk,123,29,3567,29,training,3567
RZWfdvIeiTM,85,29,2465,29,validation,2465
C8d3w82Hcqo,9,25,225,25,validation,225
VuqSRKgF7As,94,29,2726,29,training,2726
11iIjTOsss4,73,30,2190,30,training,2190
-zTpCmgVW0c,220,24,5280,24,validation,5280
gibq2ejbTLM,30,30,900,30,validation,900
wgLWiog_7A8,288,30,8640,30,training,8640
8_e16y8BxBY,124,25,3100,25,training,3100
7bgfaXCtlNQ,17,29,493,29,training,493
ZTm2EHbAxH0,79,29,2291,29,training,2291
qimXkx-bO8g,77,29,2233,29,training,2233
XoUiWom84bo,153,25,3825,25,training,3825
NNPPnIkVITo,65,30,1950,30,testing,1950
iC4MoiEfSYc,69,29,2001,29,training,2001
tHxXVK4LSZo,59,25,1475,25,training,1475
oKPKwfCYXFk,62,29,1798,29,validation,1798
1h0IeBm7MNk,144,30,4320,30,training,4320
MwtAFoTbfZk,68,25,1700,25,validation,1700
syt5WcD84ks,37,23,851,23,training,851
2b3KiAUXm_Q,20,29,580,29,training,580
h8jzLBbebw0,101,15,1515,15,training,1515
QPFu8x3aj5w,99,25,2475,25,training,2475
aMSCUa0D6lE,44,25,1100,25,training,1100
Eh42aLhuuog,17,30,510,30,training,510
STuo-7TK7XM,133,30,3990,30,training,3990
DoNeCG66Oc4,64,25,1600,25,training,1600
Ak4pq82EYrE,137,29,3973,29,training,3973
6lwPaDE8Lx0,134,30,4020,30,training,4020
O04ZUSDm9g0,13,25,325,25,training,325
F8ybPA3i7rk,153,30,4590,30,training,4590
sY5ry1ba1x8,213,25,5325,25,training,5325
2tc7YTCOd6E,74,30,2220,30,training,2220
gufs2qak-Qw,85,29,2465,29,validation,2465
la06JEF151g,212,29,6148,29,validation,6148
WG86BX9IBeE,20,30,600,30,training,600
HdvIxn3GlQE,94,29,2726,29,training,2726
7MCwXp9wDzY,86,30,2580,30,training,2580
tQwj9WJUZJ0,17,30,510,30,validation,510
AotoIuZ9Tp8,20,30,600,30,training,600
V-MwgOrT3k0,58,25,1450,25,training,1450
3MIzEahhTig,46,29,1334,29,validation,1334
x94Eid4kAz4,28,15,420,15,training,420
j1yQvtmNGds,92,29,2668,29,training,2668
ymPu0Dyxjvs,94,29,2726,29,validation,2726
3EHNniF5Ggg,41,29,1189,29,training,1189
uRgUkfLHTAY,210,15,3150,15,training,3150
rS_Z2KrRCtc,96,29,2784,29,training,2784
8XobfcGLi3E,17,30,510,30,training,510
DZAeVDJbj5Y,139,29,4031,29,training,4031
KbeuW1HfEKE,174,30,5220,30,training,5220
lMqI7EbB-ko,157,30,4710,30,training,4710
mDlrgAcx_q0,84,30,2520,30,testing,2520
FgCZ04La0_g,93,29,2697,29,training,2697
hQrpJq1xEbg,79,30,2370,30,training,2370
M4TbyQU799w,62,23,1426,23,training,1426
LxSJn59v7IY,104,29,3016,29,training,3016
WSKw5DBXjGk,20,25,500,25,training,500
HIyMK6g8pCA,173,11,1903,11,training,1903
k3TUDCV6N9g,62,30,1860,30,testing,1860
knzzN1ooa8g,121,25,3025,25,training,3025
8alByBUb7vI,23,30,690,30,validation,690
jn1l0Sr33NY,191,30,5730,30,training,5730
dKy5epYZRSI,47,29,1363,29,training,1363
uA9AjBJO6g4,139,25,3475,25,training,3475
BM_Ok1fTVpw,356,29,10324,29,training,10324
SnakHQVXoNg,32,30,960,30,training,960
jD_VXBuQ_5I,45,29,1305,29,validation,1305
wAGavkSjXCY,46,24,1104,24,training,1104
p2oQkTBdg8E,30,30,900,30,training,900
_gKVuejyPe4,19,25,475,25,validation,475
nsR_3FjajxE,59,29,1711,29,training,1711
RYN0mcBx0BU,581,29,16849,29,training,16849
mUwNnwt-0gg,138,30,4140,30,validation,4140
U4s2VCVd8Gw,95,29,2755,29,testing,2755
R0UtXsD1edg,311,30,9330,30,validation,9330
vmoDXj6R2Ew,39,30,1170,30,training,1170
vAQ02iOpO2s,72,30,2160,30,validation,2160
g84ceqG60Oc,104,30,3120,30,training,3120
iKXCup38F4M,74,29,2146,29,training,2146
8q8HTg69pYc,85,29,2465,29,training,2465
d74Z07KQ1s4,32,25,800,25,training,800
3b_eYvvGBXs,44,30,1320,30,training,1320
C5SrzQkJsL8,80,30,2400,30,validation,2400
polIkKIRu4s,166,29,4814,29,training,4814
CE-_UuUCJ8A,74,29,2146,29,training,2146
dLYEqgvy2_U,107,29,3103,29,training,3103
niOYBkr_Veg,114,15,1710,15,training,1710
Vy1D6TUIwgk,89,30,2670,30,validation,2670
w_XZRJZwOc0,17,30,510,30,testing,510
RRHKM9qgvMM,70,30,2100,30,training,2100
NpVbTbePlco,55,29,1595,29,training,1595
WHtj4JuJce8,65,29,1885,29,training,1885
IP-LPABnTPg,12,30,360,30,training,360
qeXwsjF8sQw,348,25,8700,25,training,8700
LkJzaZ-90mE,263,25,6575,25,training,6575
te2tiaA-vjk,42,24,1008,24,training,1008
upRUTh4dY3k,190,29,5510,29,validation,5510
QEVNWK7InzQ,32,29,928,29,training,928
k79VkQH3Mos,20,30,600,30,training,600
hM7TtPGap1s,200,29,5800,29,training,5800
G3ppu68Df1U,92,29,2668,29,testing,2668
YUSa0mNhXNs,223,30,6690,30,training,6690
